"On-time Graduation Rate"
10/12/2024

Year,Level,Division,Subgroup,Cohort,"Graduation Count","Virginia On-Time Graduation Rate","Completer Count","Completion Rate"
2023,DIV,"Smyth County Public Schools","Students with Disabilities",41,39,95.1,39,95.1
2023,DIV,"Smyth County Public Schools",White,274,269,98.2,270,98.5
2023,DIV,"Southampton County Public Schools","All Students",151,123,81.5,124,82.1
2023,DIV,"Southampton County Public Schools",Black,66,55,83.3,55,83.3
2023,DIV,"Southampton County Public Schools","Economically Disadvantaged",68,46,67.6,46,67.6
2023,DIV,"Southampton County Public Schools","English Learners",<,<,<,<,<
2023,DIV,"Southampton County Public Schools",Female,65,57,87.7,58,89.2
2023,DIV,"Southampton County Public Schools",Hispanic,<,<,<,<,<
2023,DIV,"Southampton County Public Schools",Homeless,<,<,100,<,100
2023,DIV,"Southampton County Public Schools",Male,86,66,76.7,66,76.7
2023,DIV,"Southampton County Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Southampton County Public Schools","Multiple Races",<,<,<,<,<
2023,DIV,"Southampton County Public Schools","Students with Disabilities",25,18,72,18,72
2023,DIV,"Southampton County Public Schools",White,78,64,82.1,65,83.3
2023,DIV,"Spotsylvania County Public Schools","All Students",1955,1773,90.7,1803,92.2
2023,DIV,"Spotsylvania County Public Schools","American Indian",<,<,100,<,100
2023,DIV,"Spotsylvania County Public Schools",Asian,70,67,95.7,67,95.7
2023,DIV,"Spotsylvania County Public Schools",Black,398,351,88.2,355,89.2
2023,DIV,"Spotsylvania County Public Schools","Economically Disadvantaged",923,790,85.6,809,87.6
2023,DIV,"Spotsylvania County Public Schools","English Learners",134,111,82.8,111,82.8
2023,DIV,"Spotsylvania County Public Schools",Female,954,885,92.8,891,93.4
2023,DIV,"Spotsylvania County Public Schools","Foster Care",<,<,<,<,<
2023,DIV,"Spotsylvania County Public Schools",Hispanic,438,374,85.4,383,87.4
2023,DIV,"Spotsylvania County Public Schools",Homeless,32,22,68.8,23,71.9
2023,DIV,"Spotsylvania County Public Schools",Male,996,883,88.7,907,91.1
2023,DIV,"Spotsylvania County Public Schools","Military Connected",59,57,96.6,57,96.6
2023,DIV,"Spotsylvania County Public Schools","Multiple Races",134,126,94,129,96.3
2023,DIV,"Spotsylvania County Public Schools","Native Hawaiian",<,<,100,<,100
2023,DIV,"Spotsylvania County Public Schools","Students with Disabilities",220,195,88.6,198,90
2023,DIV,"Spotsylvania County Public Schools",White,906,846,93.4,860,94.9
2023,DIV,"Stafford County Public Schools","All Students",2662,2482,93.2,2501,94
2023,DIV,"Stafford County Public Schools","American Indian",<,<,100,<,100
2023,DIV,"Stafford County Public Schools",Asian,122,119,97.5,119,97.5
2023,DIV,"Stafford County Public Schools",Black,597,568,95.1,571,95.6
2023,DIV,"Stafford County Public Schools","Economically Disadvantaged",887,822,92.7,829,93.5
2023,DIV,"Stafford County Public Schools","English Learners",155,142,91.6,142,91.6
2023,DIV,"Stafford County Public Schools",Female,1312,1230,93.8,1241,94.6
2023,DIV,"Stafford County Public Schools","Foster Care",<,<,<,<,<
2023,DIV,"Stafford County Public Schools",Hispanic,624,566,90.7,570,91.3
2023,DIV,"Stafford County Public Schools",Homeless,17,13,76.5,13,76.5
2023,DIV,"Stafford County Public Schools",Male,1346,1249,92.8,1257,93.4
2023,DIV,"Stafford County Public Schools","Military Connected",148,142,95.9,143,96.6
2023,DIV,"Stafford County Public Schools","Multiple Races",206,190,92.2,190,92.2
2023,DIV,"Stafford County Public Schools","Native Hawaiian",11,10,90.9,10,90.9
2023,DIV,"Stafford County Public Schools","Students with Disabilities",356,310,87.1,314,88.2
2023,DIV,"Stafford County Public Schools",White,1096,1023,93.3,1035,94.4
2023,DIV,"Staunton City Public Schools","All Students",215,200,93,202,94
2023,DIV,"Staunton City Public Schools","American Indian",<,<,100,<,100
2023,DIV,"Staunton City Public Schools",Asian,<,<,100,<,100
2023,DIV,"Staunton City Public Schools",Black,30,27,90,28,93.3
2023,DIV,"Staunton City Public Schools","Economically Disadvantaged",98,84,85.7,86,87.8
2023,DIV,"Staunton City Public Schools","English Learners",<,<,<,<,<
2023,DIV,"Staunton City Public Schools",Female,98,93,94.9,93,94.9
2023,DIV,"Staunton City Public Schools","Foster Care",<,<,<,<,<
2023,DIV,"Staunton City Public Schools",Hispanic,16,15,93.8,15,93.8
2023,DIV,"Staunton City Public Schools",Homeless,<,<,<,<,<
2023,DIV,"Staunton City Public Schools",Male,117,107,91.5,109,93.2
2023,DIV,"Staunton City Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Staunton City Public Schools","Multiple Races",21,21,100,21,100
2023,DIV,"Staunton City Public Schools","Students with Disabilities",30,25,83.3,25,83.3
2023,DIV,"Staunton City Public Schools",White,142,131,92.3,132,93
2023,DIV,"Suffolk City Public Schools","All Students",1158,1020,88.1,1052,90.8
2023,DIV,"Suffolk City Public Schools","American Indian",<,<,<,<,<
2023,DIV,"Suffolk City Public Schools",Asian,<,<,100,<,100
2023,DIV,"Suffolk City Public Schools",Black,701,616,87.9,634,90.4
2023,DIV,"Suffolk City Public Schools","Economically Disadvantaged",385,336,87.3,345,89.6
2023,DIV,"Suffolk City Public Schools","English Learners",<,<,<,<,<
2023,DIV,"Suffolk City Public Schools",Female,563,515,91.5,528,93.8
2023,DIV,"Suffolk City Public Schools","Foster Care",<,<,<,<,<
2023,DIV,"Suffolk City Public Schools",Hispanic,83,71,85.5,75,90.4
2023,DIV,"Suffolk City Public Schools",Homeless,<,<,<,<,<
2023,DIV,"Suffolk City Public Schools",Male,595,505,84.9,524,88.1
2023,DIV,"Suffolk City Public Schools","Military Connected",19,18,94.7,18,94.7
2023,DIV,"Suffolk City Public Schools","Multiple Races",57,53,93,53,93
2023,DIV,"Suffolk City Public Schools","Native Hawaiian",<,<,100,<,100
2023,DIV,"Suffolk City Public Schools","Students with Disabilities",180,149,82.8,154,85.6
2023,DIV,"Suffolk City Public Schools",White,303,267,88.1,277,91.4
2023,DIV,"Surry County Public Schools","All Students",60,56,93.3,57,95
2023,DIV,"Surry County Public Schools",Black,31,30,96.8,31,100
2023,DIV,"Surry County Public Schools","Economically Disadvantaged",29,26,89.7,27,93.1
2023,DIV,"Surry County Public Schools",Female,26,26,100,26,100
2023,DIV,"Surry County Public Schools","Foster Care",<,<,100,<,100
2023,DIV,"Surry County Public Schools",Hispanic,<,<,100,<,100
2023,DIV,"Surry County Public Schools",Male,33,30,90.9,31,93.9
2023,DIV,"Surry County Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Surry County Public Schools","Multiple Races",<,<,100,<,100
2023,DIV,"Surry County Public Schools","Students with Disabilities",12,11,91.7,12,100
2023,DIV,"Surry County Public Schools",White,24,21,87.5,21,87.5
2023,DIV,"Sussex County Public Schools","All Students",86,70,81.4,70,81.4
2023,DIV,"Sussex County Public Schools",Asian,<,<,100,<,100
2023,DIV,"Sussex County Public Schools",Black,60,49,81.7,49,81.7
2023,DIV,"Sussex County Public Schools","Economically Disadvantaged",60,45,75,45,75
2023,DIV,"Sussex County Public Schools","English Learners",<,<,<,<,<
2023,DIV,"Sussex County Public Schools",Female,41,34,82.9,34,82.9
2023,DIV,"Sussex County Public Schools",Hispanic,<,<,<,<,<
2023,DIV,"Sussex County Public Schools",Homeless,<,<,<,<,<
2023,DIV,"Sussex County Public Schools",Male,45,36,80,36,80
2023,DIV,"Sussex County Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Sussex County Public Schools","Multiple Races",<,<,100,<,100
2023,DIV,"Sussex County Public Schools","Students with Disabilities",<,<,<,<,<
2023,DIV,"Sussex County Public Schools",White,12,10,83.3,10,83.3
2023,DIV,"Tazewell County Public Schools","All Students",417,403,96.6,405,97.1
2023,DIV,"Tazewell County Public Schools","American Indian",<,<,100,<,100
2023,DIV,"Tazewell County Public Schools",Asian,<,<,100,<,100
2023,DIV,"Tazewell County Public Schools",Black,13,13,100,13,100
2023,DIV,"Tazewell County Public Schools","Economically Disadvantaged",213,201,94.4,202,94.8
2023,DIV,"Tazewell County Public Schools","English Learners",<,<,100,<,100
2023,DIV,"Tazewell County Public Schools",Female,196,192,98,193,98.5
2023,DIV,"Tazewell County Public Schools","Foster Care",<,<,100,<,100
2023,DIV,"Tazewell County Public Schools",Hispanic,<,<,100,<,100
2023,DIV,"Tazewell County Public Schools",Homeless,<,<,100,<,100
2023,DIV,"Tazewell County Public Schools",Male,221,211,95.5,212,95.9
2023,DIV,"Tazewell County Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Tazewell County Public Schools","Multiple Races",13,13,100,13,100
2023,DIV,"Tazewell County Public Schools","Students with Disabilities",73,73,100,73,100
2023,DIV,"Tazewell County Public Schools",White,381,367,96.3,369,96.9
2023,DIV,"Virginia Beach City Public Schools","All Students",5137,4935,96.1,4978,96.9
2023,DIV,"Virginia Beach City Public Schools","American Indian",14,14,100,14,100
2023,DIV,"Virginia Beach City Public Schools",Asian,358,355,99.2,355,99.2
2023,DIV,"Virginia Beach City Public Schools",Black,1261,1181,93.7,1193,94.6
2023,DIV,"Virginia Beach City Public Schools","Economically Disadvantaged",1696,1631,96.2,1640,96.7
2023,DIV,"Virginia Beach City Public Schools","English Learners",130,125,96.2,125,96.2
2023,DIV,"Virginia Beach City Public Schools",Female,2573,2486,96.6,2504,97.3
2023,DIV,"Virginia Beach City Public Schools","Foster Care",11,6,54.5,6,54.5
2023,DIV,"Virginia Beach City Public Schools",Hispanic,640,604,94.4,611,95.5
2023,DIV,"Virginia Beach City Public Schools",Homeless,62,56,90.3,57,91.9
2023,DIV,"Virginia Beach City Public Schools",Male,2548,2433,95.5,2458,96.5
2023,DIV,"Virginia Beach City Public Schools","Military Connected",657,650,98.9,651,99.1
2023,DIV,"Virginia Beach City Public Schools","Multiple Races",504,487,96.6,489,97
2023,DIV,"Virginia Beach City Public Schools","Native Hawaiian",25,25,100,25,100
2023,DIV,"Virginia Beach City Public Schools","Students with Disabilities",461,435,94.4,440,95.4
2023,DIV,"Virginia Beach City Public Schools",White,2335,2269,97.2,2291,98.1
2023,DIV,"Virginia School for the Deaf and Blind-Staunton","All Students",<,<,100,<,100
2023,DIV,"Virginia School for the Deaf and Blind-Staunton","Economically Disadvantaged",<,<,100,<,100
2023,DIV,"Virginia School for the Deaf and Blind-Staunton",Male,<,<,100,<,100
2023,DIV,"Virginia School for the Deaf and Blind-Staunton","Students with Disabilities",<,<,100,<,100
2023,DIV,"Virginia School for the Deaf and Blind-Staunton",White,<,<,100,<,100
2023,DIV,"Warren County Public Schools","All Students",405,377,93.1,383,94.6
2023,DIV,"Warren County Public Schools",Asian,<,<,100,<,100
2023,DIV,"Warren County Public Schools",Black,16,15,93.8,15,93.8
2023,DIV,"Warren County Public Schools","Economically Disadvantaged",175,163,93.1,166,94.9
2023,DIV,"Warren County Public Schools","English Learners",16,9,56.3,10,62.5
2023,DIV,"Warren County Public Schools",Female,181,167,92.3,171,94.5
2023,DIV,"Warren County Public Schools","Foster Care",<,<,<,<,<
2023,DIV,"Warren County Public Schools",Hispanic,34,27,79.4,28,82.4
2023,DIV,"Warren County Public Schools",Homeless,<,<,<,<,<
2023,DIV,"Warren County Public Schools",Male,223,209,93.7,211,94.6
2023,DIV,"Warren County Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Warren County Public Schools","Multiple Races",25,22,88,22,88
2023,DIV,"Warren County Public Schools","Native Hawaiian",<,<,100,<,100
2023,DIV,"Warren County Public Schools","Students with Disabilities",50,47,94,49,98
2023,DIV,"Warren County Public Schools",White,325,308,94.8,313,96.3
2023,DIV,"Washington County Public Schools","All Students",535,503,94,504,94.2
2023,DIV,"Washington County Public Schools","American Indian",<,<,100,<,100
2023,DIV,"Washington County Public Schools",Asian,<,<,100,<,100
2023,DIV,"Washington County Public Schools",Black,<,<,<,<,<
2023,DIV,"Washington County Public Schools","Economically Disadvantaged",271,246,90.8,247,91.1
2023,DIV,"Washington County Public Schools","English Learners",<,<,100,<,100
2023,DIV,"Washington County Public Schools",Female,277,259,93.5,259,93.5
2023,DIV,"Washington County Public Schools","Foster Care",<,<,<,<,<
2023,DIV,"Washington County Public Schools",Hispanic,20,17,85,17,85
2023,DIV,"Washington County Public Schools",Homeless,<,<,100,<,100
2023,DIV,"Washington County Public Schools",Male,257,243,94.6,244,94.9
2023,DIV,"Washington County Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Washington County Public Schools","Multiple Races",15,13,86.7,13,86.7
2023,DIV,"Washington County Public Schools","Students with Disabilities",81,77,95.1,77,95.1
2023,DIV,"Washington County Public Schools",White,488,462,94.7,463,94.9
2023,DIV,"Waynesboro City Public Schools","All Students",203,187,92.1,189,93.1
2023,DIV,"Waynesboro City Public Schools","American Indian",<,<,100,<,100
2023,DIV,"Waynesboro City Public Schools",Asian,<,<,100,<,100
2023,DIV,"Waynesboro City Public Schools",Black,26,22,84.6,22,84.6
2023,DIV,"Waynesboro City Public Schools","Economically Disadvantaged",88,78,88.6,79,89.8
2023,DIV,"Waynesboro City Public Schools","English Learners",12,10,83.3,10,83.3
2023,DIV,"Waynesboro City Public Schools",Female,106,96,90.6,97,91.5
2023,DIV,"Waynesboro City Public Schools","Foster Care",<,<,100,<,100
2023,DIV,"Waynesboro City Public Schools",Hispanic,41,39,95.1,39,95.1
2023,DIV,"Waynesboro City Public Schools",Homeless,<,<,<,<,<
2023,DIV,"Waynesboro City Public Schools",Male,97,91,93.8,92,94.8
2023,DIV,"Waynesboro City Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Waynesboro City Public Schools","Multiple Races",26,23,88.5,23,88.5
2023,DIV,"Waynesboro City Public Schools","Students with Disabilities",18,17,94.4,17,94.4
2023,DIV,"Waynesboro City Public Schools",White,104,97,93.3,99,95.2
2023,DIV,"West Point Public Schools","All Students",70,68,97.1,69,98.6
2023,DIV,"West Point Public Schools",Asian,<,<,100,<,100
2023,DIV,"West Point Public Schools",Black,11,10,90.9,10,90.9
2023,DIV,"West Point Public Schools","Economically Disadvantaged",25,23,92,24,96
2023,DIV,"West Point Public Schools","English Learners",<,<,100,<,100
2023,DIV,"West Point Public Schools",Female,28,28,100,28,100
2023,DIV,"West Point Public Schools",Hispanic,<,<,100,<,100
2023,DIV,"West Point Public Schools",Homeless,<,<,100,<,100
2023,DIV,"West Point Public Schools",Male,42,40,95.2,41,97.6
2023,DIV,"West Point Public Schools","Multiple Races",<,<,100,<,100
2023,DIV,"West Point Public Schools","Students with Disabilities",<,<,100,<,100
2023,DIV,"West Point Public Schools",White,52,51,98.1,52,100
2023,DIV,"Westmoreland County Public Schools","All Students",114,105,92.1,106,93
2023,DIV,"Westmoreland County Public Schools",Asian,<,<,100,<,100
2023,DIV,"Westmoreland County Public Schools",Black,49,45,91.8,46,93.9
2023,DIV,"Westmoreland County Public Schools","Economically Disadvantaged",74,67,90.5,67,90.5
2023,DIV,"Westmoreland County Public Schools","English Learners",<,<,<,<,<
2023,DIV,"Westmoreland County Public Schools",Female,59,56,94.9,56,94.9
2023,DIV,"Westmoreland County Public Schools",Hispanic,20,18,90,18,90
2023,DIV,"Westmoreland County Public Schools",Male,55,49,89.1,50,90.9
2023,DIV,"Westmoreland County Public Schools",Migrant,<,<,100,<,100
2023,DIV,"Westmoreland County Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Westmoreland County Public Schools","Multiple Races",10,8,80,8,80
2023,DIV,"Westmoreland County Public Schools","Students with Disabilities",16,15,93.8,15,93.8
2023,DIV,"Westmoreland County Public Schools",White,34,33,97.1,33,97.1
2023,DIV,"Williamsburg-James City County Public Schools","All Students",953,908,95.3,935,98.1
2023,DIV,"Williamsburg-James City County Public Schools","American Indian",<,<,100,<,100
2023,DIV,"Williamsburg-James City County Public Schools",Asian,27,26,96.3,27,100
2023,DIV,"Williamsburg-James City County Public Schools",Black,161,155,96.3,160,99.4
2023,DIV,"Williamsburg-James City County Public Schools","Economically Disadvantaged",296,265,89.5,285,96.3
2023,DIV,"Williamsburg-James City County Public Schools","English Learners",39,33,84.6,33,84.6
2023,DIV,"Williamsburg-James City County Public Schools",Female,474,453,95.6,468,98.7
2023,DIV,"Williamsburg-James City County Public Schools","Foster Care",<,<,<,<,<
2023,DIV,"Williamsburg-James City County Public Schools",Hispanic,150,137,91.3,139,92.7
2023,DIV,"Williamsburg-James City County Public Schools",Homeless,27,19,70.4,22,81.5
2023,DIV,"Williamsburg-James City County Public Schools",Male,475,451,94.9,463,97.5
2023,DIV,"Williamsburg-James City County Public Schools","Military Connected",85,85,100,85,100
2023,DIV,"Williamsburg-James City County Public Schools","Multiple Races",70,63,90,67,95.7
2023,DIV,"Williamsburg-James City County Public Schools","Native Hawaiian",<,<,100,<,100
2023,DIV,"Williamsburg-James City County Public Schools","Students with Disabilities",133,130,97.7,132,99.2
2023,DIV,"Williamsburg-James City County Public Schools",White,537,519,96.6,534,99.4
2023,DIV,"Winchester City Public Schools","All Students",309,284,91.9,288,93.2
2023,DIV,"Winchester City Public Schools","American Indian",<,<,100,<,100
2023,DIV,"Winchester City Public Schools",Asian,<,<,100,<,100
2023,DIV,"Winchester City Public Schools",Black,28,25,89.3,27,96.4
2023,DIV,"Winchester City Public Schools","Economically Disadvantaged",184,166,90.2,169,91.8
2023,DIV,"Winchester City Public Schools","English Learners",43,32,74.4,32,74.4
2023,DIV,"Winchester City Public Schools",Female,150,140,93.3,143,95.3
2023,DIV,"Winchester City Public Schools",Hispanic,118,104,88.1,105,89
2023,DIV,"Winchester City Public Schools",Homeless,<,<,100,<,100
2023,DIV,"Winchester City Public Schools",Male,159,144,90.6,145,91.2
2023,DIV,"Winchester City Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Winchester City Public Schools","Multiple Races",20,17,85,17,85
2023,DIV,"Winchester City Public Schools","Students with Disabilities",44,38,86.4,40,90.9
2023,DIV,"Winchester City Public Schools",White,134,129,96.3,130,97
2023,DIV,"Wise County Public Schools","All Students",366,356,97.3,357,97.5
2023,DIV,"Wise County Public Schools",Asian,<,<,100,<,100
2023,DIV,"Wise County Public Schools",Black,<,<,100,<,100
2023,DIV,"Wise County Public Schools","Economically Disadvantaged",234,225,96.2,226,96.6
2023,DIV,"Wise County Public Schools",Female,170,164,96.5,165,97.1
2023,DIV,"Wise County Public Schools","Foster Care",<,<,<,<,<
2023,DIV,"Wise County Public Schools",Hispanic,<,<,<,<,<
2023,DIV,"Wise County Public Schools",Homeless,11,11,100,11,100
2023,DIV,"Wise County Public Schools",Male,196,192,98,192,98
2023,DIV,"Wise County Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Wise County Public Schools","Multiple Races",10,10,100,10,100
2023,DIV,"Wise County Public Schools","Native Hawaiian",<,<,100,<,100
2023,DIV,"Wise County Public Schools","Students with Disabilities",67,67,100,67,100
2023,DIV,"Wise County Public Schools",White,339,330,97.3,330,97.3
2023,DIV,"Wythe County Public Schools","All Students",308,297,96.4,297,96.4
2023,DIV,"Wythe County Public Schools",Asian,<,<,100,<,100
2023,DIV,"Wythe County Public Schools",Black,16,15,93.8,15,93.8
2023,DIV,"Wythe County Public Schools","Economically Disadvantaged",132,122,92.4,122,92.4
2023,DIV,"Wythe County Public Schools","English Learners",<,<,100,<,100
2023,DIV,"Wythe County Public Schools",Female,140,133,95,133,95
2023,DIV,"Wythe County Public Schools","Foster Care",<,<,<,<,<
2023,DIV,"Wythe County Public Schools",Hispanic,<,<,100,<,100
2023,DIV,"Wythe County Public Schools",Homeless,<,<,<,<,<
2023,DIV,"Wythe County Public Schools",Male,168,164,97.6,164,97.6
2023,DIV,"Wythe County Public Schools","Military Connected",<,<,100,<,100
2023,DIV,"Wythe County Public Schools","Multiple Races",<,<,100,<,100
2023,DIV,"Wythe County Public Schools","Students with Disabilities",36,36,100,36,100
2023,DIV,"Wythe County Public Schools",White,282,272,96.5,272,96.5
2023,DIV,"York County Public Schools","All Students",971,949,97.7,951,97.9
2023,DIV,"York County Public Schools","American Indian",<,<,100,<,100
2023,DIV,"York County Public Schools",Asian,66,66,100,66,100
2023,DIV,"York County Public Schools",Black,135,130,96.3,130,96.3
2023,DIV,"York County Public Schools","Economically Disadvantaged",218,206,94.5,207,95
2023,DIV,"York County Public Schools","English Learners",29,29,100,29,100
2023,DIV,"York County Public Schools",Female,484,476,98.3,476,98.3
2023,DIV,"York County Public Schools",Hispanic,114,112,98.2,112,98.2
2023,DIV,"York County Public Schools",Homeless,15,15,100,15,100
2023,DIV,"York County Public Schools",Male,487,473,97.1,475,97.5
2023,DIV,"York County Public Schools","Military Connected",210,209,99.5,209,99.5
2023,DIV,"York County Public Schools","Multiple Races",112,109,97.3,109,97.3
2023,DIV,"York County Public Schools","Native Hawaiian",<,<,100,<,100
2023,DIV,"York County Public Schools","Students with Disabilities",106,98,92.5,98,92.5
2023,DIV,"York County Public Schools",White,532,520,97.7,522,98.1
